Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Sh,SoT,Dist,FK,PK,PKatt,Season,Team,schedule
06/12/2023,20:15,Premier League,Matchweek 15,Wed,Home,W,1,0,Manchester City,2.3,0.6,46,41421,John McGinn,4-4-1-1,John Brooks,Match Report,22,7,18.9,0,0,0,2024,AstonVilla,Occasional
07/12/2023,20:15,Premier League,Matchweek 15,Thu,Home,L,1,2,West Ham,1.8,2.2,74,61171,Son Heung-min,4-2-3-1,Michael Salisbury,Match Report,23,6,17.1,1,0,0,2024,TottenhamHotspur,Occasional
06/12/2023,20:15,Premier League,Matchweek 15,Wed,Away,L,1,2,Manchester Utd,1.5,4.1,55,73607,Levi Colwill,4-2-3-1,Chris Kavanagh,Match Report,13,3,15,0,0,0,2024,Chelsea,Occasional
07/12/2023,19:30,Premier League,Matchweek 15,Thu,Away,L,0,3,Everton,1.5,3.3,62,38198,Jamaal Lascelles,04/03/2003,Tim Robinson,Match Report,13,3,19.3,1,0,0,2024,NewcastleUnited,Occasional
06/12/2023,20:15,Premier League,Matchweek 15,Wed,Home,W,2,1,Chelsea,4.1,1.5,45,73607,Bruno Fernandes,4-2-3-1,Chris Kavanagh,Match Report,27,8,15.4,1,0,1,2024,ManchesterUnited,Occasional
07/12/2023,20:15,Premier League,Matchweek 15,Thu,Away,W,2,1,Tottenham,2.2,1.8,26,61171,Kurt Zouma,04/03/2003,Michael Salisbury,Match Report,11,5,15,0,0,0,2024,WestHamUnited,Occasional
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Home,L,0,2,Bournemouth,1,1.8,59,25078,Joel Ward,4-2-3-1,Craig Pawson,Match Report,16,3,18.9,1,0,0,2024,CrystalPalace,Occasional
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Home,W,2,1,Brentford,1.5,1.5,61,31571,Pascal Groß,4-2-3-1,Peter Bankes,Match Report,18,7,16.1,0,0,0,2024,BrightonandHoveAlbion,Occasional
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Away,W,2,0,Crystal Palace,1.8,1,41,25078,Neto,4-2-3-1,Craig Pawson,Match Report,11,4,11.5,0,0,0,2024,Bournemouth,Occasional
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Home,W,5,0,Nott'ham Forest,2.5,0.3,63,24105,Tom Cairney,4-2-3-1,Joshua Smith,Match Report,14,6,17.3,1,0,0,2024,Fulham,Occasional
05/12/2023,19:30,Premier League,Matchweek 15,Tue,Home,W,1,0,Burnley,0.8,0.9,51,30439,Max Kilman,03/04/2003,Jarred Gillett,Match Report,7,4,15.8,1,0,0,2024,WolverhamptonWanderers,Occasional
07/12/2023,19:30,Premier League,Matchweek 15,Thu,Home,W,3,0,Newcastle Utd,3.3,1.5,38,38198,Séamus Coleman,4-4-1-1,Tim Robinson,Match Report,21,6,13.3,0,0,0,2024,Everton,Occasional
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Away,L,1,2,Brighton,1.5,1.5,39,31571,Vitaly Janelt,04/04/2002,Peter Bankes,Match Report,7,0,17.6,0,1,1,2024,Brentford,Occasional
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Away,L,0,5,Fulham,0.3,2.5,37,24105,Felipe,4-2-3-1,Joshua Smith,Match Report,4,1,15.3,0,0,0,2024,NottinghamForest,Occasional
05/12/2023,20:15,Premier League,Matchweek 15,Tue,Home,L,3,4,Arsenal,0.5,2.2,34,11031,Pelly Ruddock Mpanzu,03/04/2003,Samuel Barrott,Match Report,6,4,18.8,0,0,0,2024,LutonTown,Occasional
05/12/2023,19:30,Premier League,Matchweek 15,Tue,Away,L,0,1,Wolves,0.9,0.8,49,30439,Josh Brownhill,04/04/2002,Jarred Gillett,Match Report,12,3,21.9,2,0,0,2024,Burnley,Occasional
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Home,L,0,2,Liverpool,1,1.7,25,31406,Anel Ahmedhodžić,03/04/2003,Simon Hooper,Match Report,6,1,14.6,1,0,0,2024,SheffieldUnited,Occasional
10/12/2023,14:00,Premier League,Matchweek 16,Sun,Away,W,2,1,Luton Town,1.6,0.3,65,11047,Kyle Walker,4-2-3-1,Tim Robinson,Match Report,18,6,18.7,1,0,0,2024,ManchesterCity,Early
09/12/2023,17:30,Premier League,Matchweek 16,Sat,Away,L,0,1,Aston Villa,1.4,0.6,61,42000,Martin Ødegaard,04/03/2003,Jarred Gillett,Match Report,12,3,14.8,1,0,0,2024,Arsenal,evening
09/12/2023,12:30,Premier League,Matchweek 16,Sat,Away,W,2,1,Crystal Palace,1.2,1.7,76,25103,Virgil van Dijk,04/03/2003,Andy Madley,Match Report,14,2,17.4,0,0,0,2024,Liverpool,Early
09/12/2023,17:30,Premier League,Matchweek 16,Sat,Home,W,1,0,Arsenal,0.6,1.4,39,42000,John McGinn,4-4-1-1,Jarred Gillett,Match Report,10,3,20.8,1,0,0,2024,AstonVilla,evening
10/12/2023,16:30,Premier League,Matchweek 16,Sun,Home,W,4,1,Newcastle Utd,3.8,1.7,56,61171,Son Heung-min,4-2-3-1,Chris Kavanagh,Match Report,22,10,15.5,0,1,1,2024,TottenhamHotspur,Late
10/12/2023,14:00,Premier League,Matchweek 16,Sun,Away,L,0,2,Everton,0.9,1.2,71,39280,Reece James,4-2-3-1,Michael Oliver,Match Report,16,4,18.5,1,0,0,2024,Chelsea,Early
10/12/2023,16:30,Premier League,Matchweek 16,Sun,Away,L,1,4,Tottenham,1.7,3.8,44,61171,Jamaal Lascelles,04/03/2003,Chris Kavanagh,Match Report,9,3,14.4,0,0,0,2024,NewcastleUnited,Late
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Home,L,0,3,Bournemouth,1.1,1.5,68,73427,Bruno Fernandes,4-2-3-1,Peter Bankes,Match Report,20,3,15.4,0,0,0,2024,ManchesterUnited,regular
10/12/2023,14:00,Premier League,Matchweek 16,Sun,Away,L,0,5,Fulham,1.3,2.3,37,23988,Kurt Zouma,4-4-1-1,Paul Tierney,Match Report,9,5,19.2,1,0,0,2024,WestHamUnited,Early
09/12/2023,12:30,Premier League,Matchweek 16,Sat,Home,L,1,2,Liverpool,1.7,1.2,24,25103,Joel Ward,04/03/2003,Andy Madley,Match Report,7,3,17.4,0,1,1,2024,CrystalPalace,Early
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Home,D,1,1,Burnley,2.6,0.6,72,31511,Lewis Dunk,4-2-3-1,Simon Hooper,Match Report,29,11,14.2,2,0,0,2024,BrightonandHoveAlbion,regular
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Away,W,3,0,Manchester Utd,1.5,1.1,32,73427,Neto,4-2-3-1,Peter Bankes,Match Report,10,4,12.7,0,0,0,2024,Bournemouth,regular
10/12/2023,14:00,Premier League,Matchweek 16,Sun,Home,W,5,0,West Ham,2.3,1.3,63,23988,Tom Cairney,4-2-3-1,Paul Tierney,Match Report,14,8,17.7,0,0,0,2024,Fulham,Early
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Home,D,1,1,Nott'ham Forest,1.2,1.3,68,31543,Max Kilman,03/04/2003,Samuel Barrott,Match Report,10,4,15.2,0,0,0,2024,WolverhamptonWanderers,regular
10/12/2023,14:00,Premier League,Matchweek 16,Sun,Home,W,2,0,Chelsea,1.2,0.9,29,39280,James Tarkowski,4-4-1-1,Michael Oliver,Match Report,9,5,16.4,0,0,0,2024,Everton,Early
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Away,L,0,1,Sheffield Utd,0.6,0.8,59,28509,Christian Nørgaard,04/03/2003,Stuart Attwell,Match Report,10,4,16.7,0,0,0,2024,Brentford,regular
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Away,D,1,1,Wolves,1.3,1.2,32,31543,Ryan Yates,03/05/2002,Samuel Barrott,Match Report,8,2,12.7,0,0,0,2024,NottinghamForest,regular
10/12/2023,14:00,Premier League,Matchweek 16,Sun,Home,L,1,2,Manchester City,0.3,1.6,35,11047,Tom Lockyer,03/04/2003,Tim Robinson,Match Report,4,2,19.2,0,0,0,2024,LutonTown,Early
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Away,D,1,1,Brighton,0.6,2.6,28,31511,Josh Brownhill,04/04/2002,Simon Hooper,Match Report,6,3,12.9,0,0,0,2024,Burnley,regular
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Home,W,1,0,Brentford,0.8,0.6,41,28509,Anel Ahmedhodžić,4-1-4-1,Stuart Attwell,Match Report,9,4,21.7,0,0,0,2024,SheffieldUnited,regular
16/12/2023,15:00,Premier League,Matchweek 17,Sat,Home,D,2,2,Crystal Palace,1.6,1.8,74,53248,Kyle Walker,4-2-3-1,Paul Tierney,Match Report,19,9,18.2,0,0,0,2024,ManchesterCity,regular
17/12/2023,14:00,Premier League,Matchweek 17,Sun,Home,W,2,0,Brighton,2.3,0.7,49,60257,Martin Ødegaard,04/03/2003,Tim Robinson,Match Report,26,8,14.2,0,0,0,2024,Arsenal,Early
17/12/2023,16:30,Premier League,Matchweek 17,Sun,Home,D,0,0,Manchester Utd,2.3,0.8,68,57158,Virgil van Dijk,04/03/2003,Michael Oliver,Match Report,34,8,17.7,0,0,0,2024,Liverpool,Late
17/12/2023,14:00,Premier League,Matchweek 17,Sun,Away,W,2,1,Brentford,1.4,0.5,66,17034,John McGinn,03/05/2002,David Coote,Match Report,15,5,16.7,0,0,0,2024,AstonVilla,Early
15/12/2023,20:00,Premier League,Matchweek 17,Fri,Away,W,2,0,Nott'ham Forest,1.5,1.3,66,29296,Son Heung-min,4-2-3-1,Jarred Gillett,Match Report,12,6,12.5,0,0,0,2024,TottenhamHotspur,Occasional
16/12/2023,15:00,Premier League,Matchweek 17,Sat,Home,W,2,0,Sheffield Utd,3.1,0.4,78,39599,Conor Gallagher,4-2-3-1,Andy Madley,Match Report,15,6,17.2,1,0,0,2024,Chelsea,regular
16/12/2023,15:00,Premier League,Matchweek 17,Sat,Home,W,3,0,Fulham,3.5,0.3,70,52055,Jamaal Lascelles,04/03/2003,Samuel Barrott,Match Report,27,10,14.4,0,0,0,2024,NewcastleUnited,regular
17/12/2023,16:30,Premier League,Matchweek 17,Sun,Away,D,0,0,Liverpool,0.8,2.3,32,57158,Scott McTominay,4-2-3-1,Michael Oliver,Match Report,6,1,16.3,0,0,0,2024,ManchesterUnited,Late
17/12/2023,14:00,Premier League,Matchweek 17,Sun,Home,W,3,0,Wolves,1.1,0.7,45,62455,Kurt Zouma,4-2-3-1,Chris Kavanagh,Match Report,13,4,19.8,2,0,0,2024,WestHamUnited,Early
16/12/2023,15:00,Premier League,Matchweek 17,Sat,Away,D,2,2,Manchester City,1.8,1.6,26,53248,Joel Ward,05/04/2001,Paul Tierney,Match Report,4,1,21.1,1,1,1,2024,CrystalPalace,regular
17/12/2023,14:00,Premier League,Matchweek 17,Sun,Away,L,0,2,Arsenal,0.7,2.3,51,60257,Lewis Dunk,4-2-3-1,Tim Robinson,Match Report,6,1,16.9,0,0,0,2024,BrightonandHoveAlbion,Early
13/03/2024,19:30,Premier League,Matchweek 17,Wed,Home,W,4,3,Luton Town,2.3,2,59,11198,Neto,4-2-3-1,Samuel Allison,Match Report,24,9,15.5,0,0,0,2024,Bournemouth,Occasional
16/12/2023,15:00,Premier League,Matchweek 17,Sat,Away,L,0,3,Newcastle Utd,0.3,3.5,30,52055,Tom Cairney,4-2-3-1,Samuel Barrott,Match Report,6,4,23.1,0,0,0,2024,Fulham,regular
17/12/2023,14:00,Premier League,Matchweek 17,Sun,Away,L,0,3,West Ham,0.7,1.1,55,62455,Max Kilman,03/04/2003,Chris Kavanagh,Match Report,14,3,20.5,0,0,0,2024,WolverhamptonWanderers,Early
16/12/2023,17:30,Premier League,Matchweek 17,Sat,Away,W,2,0,Burnley,1.4,0.7,39,21413,James Tarkowski,05/04/2001,Anthony Taylor,Match Report,9,6,11.8,1,0,0,2024,Everton,evening
17/12/2023,14:00,Premier League,Matchweek 17,Sun,Home,L,1,2,Aston Villa,0.5,1.4,34,17034,Christian Nørgaard,03/05/2002,David Coote,Match Report,4,3,13.3,0,0,0,2024,Brentford,Early
15/12/2023,20:00,Premier League,Matchweek 17,Fri,Home,L,0,2,Tottenham,1.3,1.5,34,29296,Ryan Yates,03/05/2002,Jarred Gillett,Match Report,15,1,16.1,0,0,0,2024,NottinghamForest,Occasional
13/03/2024,19:30,Premier League,Matchweek 17,Wed,Away,L,3,4,Bournemouth,2,2.3,41,11198,Carlton Morris,03/04/2003,Samuel Allison,Match Report,8,4,8.4,0,0,0,2024,LutonTown,Occasional
16/12/2023,17:30,Premier League,Matchweek 17,Sat,Home,L,0,2,Everton,0.7,1.4,61,21413,Josh Brownhill,04/04/2002,Anthony Taylor,Match Report,14,2,18.8,1,0,0,2024,Burnley,evening
16/12/2023,15:00,Premier League,Matchweek 17,Sat,Away,L,0,2,Chelsea,0.4,3.1,22,39599,Anel Ahmedhodžić,4-1-4-1,Andy Madley,Match Report,6,1,19.7,1,0,0,2024,SheffieldUnited,regular
20/02/2024,19:30,Premier League,Matchweek 18,Tue,Home,W,1,0,Brentford,2.3,0.4,70,52247,Kyle Walker,4-2-3-1,Darren England,Match Report,25,10,17.6,0,0,0,2024,ManchesterCity,Occasional
23/12/2023,17:30,Premier League,Matchweek 18,Sat,Away,D,1,1,Liverpool,0.7,1,48,57548,Martin Ødegaard,04/03/2003,Chris Kavanagh,Match Report,13,2,17.2,0,0,0,2024,Arsenal,evening
23/12/2023,17:30,Premier League,Matchweek 18,Sat,Home,D,1,1,Arsenal,1,0.7,52,57548,Virgil van Dijk,04/03/2003,Chris Kavanagh,Match Report,13,3,20.1,1,0,0,2024,Liverpool,evening
22/12/2023,20:00,Premier League,Matchweek 18,Fri,Home,D,1,1,Sheffield Utd,0.9,0.6,77,41651,John McGinn,4-4-1-1,Anthony Taylor,Match Report,12,4,17.5,0,0,0,2024,AstonVilla,Occasional
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Home,W,2,1,Everton,1.5,1.8,61,61808,Son Heung-min,4-2-3-1,Stuart Attwell,Match Report,13,6,15.1,0,0,0,2024,TottenhamHotspur,regular
24/12/2023,13:00,Premier League,Matchweek 18,Sun,Away,L,1,2,Wolves,2,1.3,68,31641,Conor Gallagher,4-2-3-1,David Coote,Match Report,16,4,17.4,1,0,0,2024,Chelsea,Early
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Away,L,0,1,Luton Town,1.4,1.4,65,11042,Jamaal Lascelles,04/03/2003,Darren England,Match Report,15,2,12.2,0,0,0,2024,NewcastleUnited,regular
23/12/2023,12:30,Premier League,Matchweek 18,Sat,Away,L,0,2,West Ham,1,1.2,65,64472,Bruno Fernandes,4-2-3-1,Simon Hooper,Match Report,11,3,18.1,0,0,0,2024,ManchesterUnited,Early
23/12/2023,12:30,Premier League,Matchweek 18,Sat,Home,W,2,0,Manchester Utd,1.2,1,35,64472,Kurt Zouma,4-2-3-1,Simon Hooper,Match Report,12,5,13.8,0,0,0,2024,WestHamUnited,Early
21/12/2023,20:00,Premier League,Matchweek 18,Thu,Home,D,1,1,Brighton,1.3,1.2,35,24171,Marc Guéhi,04/03/2003,John Brooks,Match Report,11,3,13.4,0,0,0,2024,CrystalPalace,Occasional
21/12/2023,20:00,Premier League,Matchweek 18,Thu,Away,D,1,1,Crystal Palace,1.2,1.3,65,24171,Lewis Dunk,4-2-3-1,John Brooks,Match Report,18,6,17.6,0,0,0,2024,BrightonandHoveAlbion,Occasional
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Away,W,3,2,Nott'ham Forest,1.6,1,66,29188,Neto,4-2-3-1,Robert Jones,Match Report,18,6,15.9,1,0,0,2024,Bournemouth,regular
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Home,L,0,2,Burnley,1.3,0.4,66,23598,Tom Cairney,4-2-3-1,Rebecca Welch,Match Report,19,5,16.3,1,0,0,2024,Fulham,regular
24/12/2023,13:00,Premier League,Matchweek 18,Sun,Home,W,2,1,Chelsea,1.3,2,32,31641,Max Kilman,03/04/2003,David Coote,Match Report,14,6,16.7,1,0,0,2024,WolverhamptonWanderers,Early
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Away,L,1,2,Tottenham,1.8,1.5,39,61808,James Tarkowski,4-2-3-1,Stuart Attwell,Match Report,18,8,15.8,0,0,0,2024,Everton,regular
20/02/2024,19:30,Premier League,Matchweek 18,Tue,Away,L,0,1,Manchester City,0.4,2.3,30,52247,Christian Nørgaard,03/05/2002,Darren England,Match Report,6,2,19.4,1,0,0,2024,Brentford,Occasional
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Home,L,2,3,Bournemouth,1,1.6,34,29188,Ryan Yates,4-2-3-1,Robert Jones,Match Report,11,4,14.5,0,0,0,2024,NottinghamForest,regular
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Home,W,1,0,Newcastle Utd,1.4,1.4,35,11042,Amari'i Bell,03/04/2003,Darren England,Match Report,16,5,19.4,0,0,0,2024,LutonTown,regular
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Away,W,2,0,Fulham,0.4,1.3,34,23598,Josh Brownhill,04/04/2002,Rebecca Welch,Match Report,7,2,19.5,0,0,0,2024,Burnley,regular
22/12/2023,20:00,Premier League,Matchweek 18,Fri,Away,D,1,1,Aston Villa,0.6,0.9,23,41651,Jack Robinson,03/04/2003,Anthony Taylor,Match Report,5,2,19.7,0,0,0,2024,SheffieldUnited,Occasional
27/12/2023,20:15,Premier League,Matchweek 19,Wed,Away,W,3,1,Everton,2.4,1,72,39327,Kyle Walker,4-2-3-1,John Brooks,Match Report,22,8,19.5,1,1,1,2024,ManchesterCity,Occasional
28/12/2023,20:15,Premier League,Matchweek 19,Thu,Home,L,0,2,West Ham,2.7,1.4,73,60261,Martin Ødegaard,04/03/2003,Michael Oliver,Match Report,30,8,16.8,0,0,0,2024,Arsenal,Occasional
26/12/2023,17:30,Premier League,Matchweek 19,Tue,Away,W,2,0,Burnley,1.8,0.8,68,21624,Virgil van Dijk,04/03/2003,Paul Tierney,Match Report,19,10,17.4,0,0,0,2024,Liverpool,Occasional
26/12/2023,20:00,Premier League,Matchweek 19,Tue,Away,L,2,3,Manchester Utd,1.7,1.1,54,73574,John McGinn,4-2-3-1,Craig Pawson,Match Report,10,3,14.6,1,0,0,2024,AstonVilla,Occasional
28/12/2023,19:30,Premier League,Matchweek 19,Thu,Away,L,2,4,Brighton,2.3,3.2,55,31675,Son Heung-min,4-2-3-1,Jarred Gillett,Match Report,19,3,15.2,1,0,0,2024,TottenhamHotspur,Occasional
27/12/2023,19:30,Premier League,Matchweek 19,Wed,Home,W,2,1,Crystal Palace,2.6,1.1,63,39618,Conor Gallagher,4-2-3-1,Michael Salisbury,Match Report,8,2,15.3,0,1,1,2024,Chelsea,Occasional
26/12/2023,12:30,Premier League,Matchweek 19,Tue,Home,L,1,3,Nott'ham Forest,2.4,3.5,62,52207,Kieran Trippier,04/03/2003,Chris Kavanagh,Match Report,18,5,15.1,1,1,1,2024,NewcastleUnited,Occasional
26/12/2023,20:00,Premier League,Matchweek 19,Tue,Home,W,3,2,Aston Villa,1.1,1.7,46,73574,Bruno Fernandes,4-2-3-1,Craig Pawson,Match Report,13,7,18,1,0,0,2024,ManchesterUnited,Occasional
28/12/2023,20:15,Premier League,Matchweek 19,Thu,Away,W,2,0,Arsenal,1.4,2.7,27,60261,Angelo Ogbonna,4-2-3-1,Michael Oliver,Match Report,5,2,17.4,0,0,1,2024,WestHamUnited,Occasional
27/12/2023,19:30,Premier League,Matchweek 19,Wed,Away,L,1,2,Chelsea,1.1,2.6,37,39618,Marc Guéhi,04/03/2003,Michael Salisbury,Match Report,13,5,19.6,2,0,0,2024,CrystalPalace,Occasional
28/12/2023,19:30,Premier League,Matchweek 19,Thu,Home,W,4,2,Tottenham,3.2,2.3,45,31675,Lewis Dunk,4-1-2-1-2◆,Jarred Gillett,Match Report,13,7,15.2,0,2,2,2024,BrightonandHoveAlbion,Occasional
26/12/2023,15:00,Premier League,Matchweek 19,Tue,Home,W,3,0,Fulham,1.8,0.3,43,11099,Neto,4-2-3-1,Tim Robinson,Match Report,15,3,18.5,0,1,1,2024,Bournemouth,Occasional
26/12/2023,15:00,Premier League,Matchweek 19,Tue,Away,L,0,3,Bournemouth,0.3,1.8,57,11099,Tom Cairney,4-2-3-1,Tim Robinson,Match Report,8,3,21.6,1,0,0,2024,Fulham,Occasional
27/12/2023,19:30,Premier League,Matchweek 19,Wed,Away,W,4,1,Brentford,2.4,2.2,40,17109,Max Kilman,03/04/2003,Andy Madley,Match Report,11,5,17.8,0,0,0,2024,WolverhamptonWanderers,Occasional
27/12/2023,20:15,Premier League,Matchweek 19,Wed,Home,L,1,3,Manchester City,1,2.4,28,39327,James Tarkowski,4-2-3-1,John Brooks,Match Report,7,2,12.5,0,0,0,2024,Everton,Occasional
27/12/2023,19:30,Premier League,Matchweek 19,Wed,Home,L,1,4,Wolves,2.2,2.4,60,17109,Christian Nørgaard,04/03/2003,Andy Madley,Match Report,14,4,13.8,0,0,0,2024,Brentford,Occasional
26/12/2023,12:30,Premier League,Matchweek 19,Tue,Away,W,3,1,Newcastle Utd,3.5,2.4,38,52207,Morgan Gibbs-White,4-2-3-1,Chris Kavanagh,Match Report,15,6,15.8,0,0,0,2024,NottinghamForest,Occasional
26/12/2023,15:00,Premier League,Matchweek 19,Tue,Away,W,3,2,Sheffield Utd,0.6,2.4,49,31041,Amari'i Bell,03/04/2003,Samuel Allison,Match Report,12,4,17.9,1,0,0,2024,LutonTown,Occasional
26/12/2023,17:30,Premier League,Matchweek 19,Tue,Home,L,0,2,Liverpool,0.8,1.8,32,21624,Josh Brownhill,04/04/2002,Paul Tierney,Match Report,9,0,16.7,0,0,0,2024,Burnley,Occasional
26/12/2023,15:00,Premier League,Matchweek 19,Tue,Home,L,2,3,Luton Town,2.4,0.6,51,31041,Anel Ahmedhodžić,04/04/2002,Samuel Allison,Match Report,21,4,16.3,1,0,0,2024,SheffieldUnited,Occasional
19/08/2023,20:00,Premier League,Matchweek 2,Sat,Home,W,1,0,Newcastle Utd,1,0.3,59,53419,Kyle Walker,4-2-3-1,Robert Jones,Match Report,14,4,17.9,0,0,0,2024,ManchesterCity,Late
21/08/2023,20:00,Premier League,Matchweek 2,Mon,Away,W,1,0,Crystal Palace,2,1,53,24189,Martin Ødegaard,04/03/2003,David Coote,Match Report,13,2,16.4,0,1,1,2024,Arsenal,Occasional
19/08/2023,15:00,Premier League,Matchweek 2,Sat,Home,W,3,1,Bournemouth,3,1.3,64,53145,Virgil van Dijk,04/03/2003,Thomas Bramall,Match Report,25,9,16.8,1,0,1,2024,Liverpool,regular
20/08/2023,14:00,Premier League,Matchweek 2,Sun,Home,W,4,0,Everton,2.9,0.6,60,41694,John McGinn,4-2-3-1,Anthony Taylor,Match Report,12,6,18.5,0,1,1,2024,AstonVilla,Early
19/08/2023,17:30,Premier League,Matchweek 2,Sat,Home,W,2,0,Manchester Utd,1.7,2.1,55,61910,Son Heung-min,4-2-3-1,Michael Oliver,Match Report,17,6,13.8,0,0,0,2024,TottenhamHotspur,evening
20/08/2023,16:30,Premier League,Matchweek 2,Sun,Away,L,1,3,West Ham,2.5,1.8,75,62451,Ben Chilwell,03/04/2003,John Brooks,Match Report,16,3,17.1,0,0,1,2024,Chelsea,Late
19/08/2023,20:00,Premier League,Matchweek 2,Sat,Away,L,0,1,Manchester City,0.3,1,41,53419,Kieran Trippier,04/03/2003,Robert Jones,Match Report,7,1,20.3,0,0,0,2024,NewcastleUnited,Late
19/08/2023,17:30,Premier League,Matchweek 2,Sat,Away,L,0,2,Tottenham,2.1,1.7,45,61910,Bruno Fernandes,4-2-3-1,Michael Oliver,Match Report,22,6,15.6,1,0,0,2024,ManchesterUnited,evening
20/08/2023,16:30,Premier League,Matchweek 2,Sun,Home,W,3,1,Chelsea,1.8,2.5,25,62451,Kurt Zouma,4-2-3-1,John Brooks,Match Report,11,5,19.6,0,1,1,2024,WestHamUnited,Late
21/08/2023,20:00,Premier League,Matchweek 2,Mon,Home,L,0,1,Arsenal,1,2,47,24189,Joel Ward,4-2-3-1,David Coote,Match Report,14,2,16.4,1,0,0,2024,CrystalPalace,Occasional
19/08/2023,15:00,Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,2.2,2.1,53,31317,Lewis Dunk,4-2-3-1,Andy Madley,Match Report,16,8,15.6,0,0,0,2024,BrightonandHoveAlbion,regular
19/08/2023,15:00,Premier League,Matchweek 2,Sat,Away,L,1,3,Liverpool,1.3,3,36,53145,Neto,4-2-3-1,Thomas Bramall,Match Report,13,5,19.7,1,0,0,2024,Bournemouth,regular
19/08/2023,15:00,Premier League,Matchweek 2,Sat,Home,L,0,3,Brentford,0.5,3.7,55,24236,Tim Ream,04/03/2003,Darren Bond,Match Report,10,2,22.3,1,0,0,2024,Fulham,regular
19/08/2023,15:00,Premier League,Matchweek 2,Sat,Home,L,1,4,Brighton,2.1,2.2,47,31317,Max Kilman,4-4-1-1,Andy Madley,Match Report,16,5,16.1,0,0,0,2024,WolverhamptonWanderers,regular
20/08/2023,14:00,Premier League,Matchweek 2,Sun,Away,L,0,4,Aston Villa,0.6,2.9,40,41694,James Tarkowski,4-1-4-1,Anthony Taylor,Match Report,9,2,14.7,0,0,0,2024,Everton,Early
19/08/2023,15:00,Premier League,Matchweek 2,Sat,Away,W,3,0,Fulham,3.7,0.5,45,24236,Christian Nørgaard,04/03/2003,Darren Bond,Match Report,16,7,13.8,1,1,1,2024,Brentford,regular
18/08/2023,19:45,Premier League,Matchweek 2,Fri,Home,W,2,1,Sheffield Utd,1.4,0.5,50,29432,Joe Worrall,03/04/2003,Peter Bankes,Match Report,16,4,15.6,0,0,0,2024,NottinghamForest,Occasional
03/10/2023,19:30,Premier League,Matchweek 2,Tue,Home,L,1,2,Burnley,1.3,1.1,49,10918,Tom Lockyer,03/04/2003,Peter Bankes,Match Report,18,2,13.1,0,0,0,2024,LutonTown,Occasional
03/10/2023,19:30,Premier League,Matchweek 2,Tue,Away,W,2,1,Luton Town,1.1,1.3,51,10918,Josh Brownhill,04/03/2003,Peter Bankes,Match Report,14,4,20.2,0,0,0,2024,Burnley,Occasional
18/08/2023,19:45,Premier League,Matchweek 2,Fri,Away,L,1,2,Nott'ham Forest,0.5,1.4,50,29432,John Egan,03/04/2003,Peter Bankes,Match Report,7,3,18.8,0,0,0,2024,SheffieldUnited,Occasional
30/12/2023,15:00,Premier League,Matchweek 20,Sat,Home,W,2,0,Sheffield Utd,2.2,0.3,80,53108,Kyle Walker,4-2-3-1,David Coote,Match Report,18,4,17.4,0,0,0,2024,ManchesterCity,regular
31/12/2023,14:00,Premier League,Matchweek 20,Sun,Away,L,1,2,Fulham,1.6,1.2,60,24444,Martin Ødegaard,04/03/2003,Joshua Smith,Match Report,13,3,15.4,1,0,0,2024,Arsenal,Early
01/01/2024,20:00,Premier League,Matchweek 20,Mon,Home,W,4,2,Newcastle Utd,7,0.6,61,57471,Virgil van Dijk,04/03/2003,Anthony Taylor,Match Report,32,12,16.2,0,1,2,2024,Liverpool,Occasional
30/12/2023,15:00,Premier League,Matchweek 20,Sat,Home,W,3,2,Burnley,3.2,1.2,64,41613,John McGinn,4-4-1-1,Stuart Attwell,Match Report,18,6,16.9,1,1,1,2024,AstonVilla,regular
31/12/2023,14:00,Premier League,Matchweek 20,Sun,Home,W,3,1,Bournemouth,2.3,1.7,50,61780,Son Heung-min,04/03/2003,Simon Hooper,Match Report,12,6,14.7,0,0,0,2024,TottenhamHotspur,Early
